Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,12290_3#46,12378_2#16,13415_4#43,14324_6#51,14936_5#23,14936_5#5,14936_6#28,15277_3#70,15378_2#88,15531_4#29,16288_3#68,16288_4#49,16288_6#83,16288_7#67,17870_7#145,17870_7#82,17870_8#103,18456_1#108,18456_1#116,18456_1#91,19341_3#53,9789_2#24,9789_2#39,9789_3#1
group_11277,,hypothetical protein,1,1,1.0,1,4412,865.0,11.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11278,,hypothetical protein,1,1,1.0,1,2843,865.0,14.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11279,,hypothetical protein,1,1,1.0,1,2844,865.0,13.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11280,,Uncharacterized conserved protein,1,1,1.0,1,2845,865.0,12.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11281,,bacteriocin-associated integral membrane protein,1,1,1.0,1,7631,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11282,,hypothetical protein,1,1,1.0,1,9214,1.0,985.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11283,,hypothetical protein,1,1,1.0,1,9071,1.0,853.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11284,,hypothetical protein,1,1,1.0,621,1,1477.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11285,,hypothetical protein,1,1,1.0,1,9346,1.0,2406.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11286,,hypothetical protein,1,1,1.0,1,1163,1.0,1260.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11287,,hypothetical protein,1,1,1.0,1163,1,1441.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11288,,hypothetical protein,1,1,1.0,1,9751,1.0,2321.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11289,thiD_1,phosphomethylpyrimidine kinase,1,1,1.0,1,5608,1338.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11290,,chlorohydrolase,1,1,1.0,1,6409,2126.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11291,,hypothetical protein,1,1,1.0,1,9528,1.0,1133.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11292,,hypothetical protein,1,1,1.0,1,9532,1.0,1139.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11293,,hypothetical protein,1,1,1.0,1,9522,1.0,1132.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11294,,hypothetical protein,1,1,1.0,1,9193,1.0,997.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11295,,hypothetical protein,1,1,1.0,1,9205,1.0,991.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11296,,hypothetical protein,1,1,1.0,1,9364,1.0,2457.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11297,,hypothetical protein,1,1,1.0,1155,1,2009.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11298,,hypothetical protein,1,1,1.0,1,9435,1.0,2422.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11299,,hypothetical protein,1,1,1.0,663,1,1565.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11301,,helicase,1,1,1.0,1,4859,1.0,7184.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
topB_1,,putative DNA topoisomerase,1,1,1.0,1,4903,1.0,177.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
topB_2,,putative DNA topoisomerase,1,1,1.0,1,4904,1.0,178.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11304,,membrane protein,1,1,1.0,1,4905,1.0,179.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11305,,putative conjugative transposon membrane exported protein,1,1,1.0,1,4846,1.0,185.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11306,,hypothetical protein,1,1,1.0,1,3038,1.0,7234.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11307,,hypothetical protein,1,1,1.0,1,5982,2123.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11308,,hypothetical protein,1,1,1.0,1,9765,1.0,1127.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11309,,hypothetical protein,1,1,1.0,1,9538,1.0,2553.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11310,,endonuclease/exonuclease/phosphatase,1,1,1.0,1,6994,1.0,5540.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11311,,hypothetical protein,1,1,1.0,1,9543,1.0,1039.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11312,,hypothetical protein,1,1,1.0,1,9525,1.0,1137.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11314,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1221,1.0,1357.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11315,,type II restriction enzyme EcoRI-like protein,1,1,1.0,423,1,1158.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
ecoRIR,,type II restriction enzyme EcoRI,1,1,1.0,423,2,1158.0,2.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11317,,hypothetical protein,1,1,1.0,421,2,1165.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11318,,plasmid replication protein,1,1,1.0,421,1,1165.0,2.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11319,,hypothetical protein,1,1,1.0,425,1,1164.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
mbeA,,DNA relaxase mbeA,1,1,1.0,424,1,1161.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11321,,hypothetical protein,1,1,1.0,1,1298,1.0,1576.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11322,,hypothetical protein,1,1,1.0,1,9062,1.0,829.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11323,,hypothetical protein,1,1,1.0,1,6358,1.0,5627.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11324,,oxidoreductase DadA family protein,1,1,1.0,1,4007,925.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11325,,hypothetical protein,1,1,1.0,1,1137,1.0,1494.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11326,fni,isopentenyl-diphosphate:dimethylallyl diphosphate isomerase type 2,1,1,1.0,1,4382,648.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11327,,phosphomevalonate kinase,1,1,1.0,1,4383,648.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11328,,LPXTG cell wall surface protein,1,1,1.0,1,4250,662.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11329,,transcriptional regulator PlcR,1,1,1.0,1,2891,520.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11330,,hypothetical protein,1,1,1.0,1,9906,1.0,4368.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11331,,chlorohydrolase,1,1,1.0,1,8509,653.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11332,,hypothetical protein,1,1,1.0,1,8511,650.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11333,slaA,phospholipase A2 SlaA,1,1,1.0,1,8510,650.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11334,bca,cell surface protein,1,1,1.0,1,2701,649.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11335,,cell wall surface anchor family protein,1,1,1.0,1,7789,647.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
lytB_8,,choline binding protein A,1,1,1.0,1,7790,647.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11337,,Uncharacterized protein conserved in bacteria,1,1,1.0,1,9888,656.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11339,,hypothetical protein,1,1,1.0,1,9460,1.0,1074.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11340,,hypothetical protein,1,1,1.0,1,9461,1.0,1075.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11341,,hypothetical protein,1,1,1.0,1,9462,1.0,1076.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11342,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1210,1.0,1241.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11343,,hypothetical protein,1,1,1.0,1,1300,1.0,1581.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11344,,hypothetical protein,1,1,1.0,1,8983,1.0,888.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11346,blpC,peptide pheromone BlpC (bacteriocin-like peptide),1,1,1.0,1,8755,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11347,,hypothetical protein,1,1,1.0,375,1,718.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11349,,hypothetical protein,1,1,1.0,865,1,1644.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11350,,hypothetical protein,1,1,1.0,795,1,1741.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11363,,hypothetical protein,1,1,1.0,794,1,1742.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11364,,hypothetical protein,1,1,1.0,1,9459,1.0,1070.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11367,,hypothetical protein,1,1,1.0,1,9342,1.0,2443.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11368,,hypothetical protein,1,1,1.0,944,1,1703.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11369,,hypothetical protein,1,1,1.0,1,9463,1.0,1073.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11371,,hypothetical protein,1,1,1.0,1,9402,1.0,2412.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11373,,hypothetical protein,1,1,1.0,960,12,675.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11374,,plasmid rolling circle replication initiator protein,1,1,1.0,960,11,675.0,5.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11375,,putative ICE protein,1,1,1.0,960,10,675.0,6.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11376,,hypothetical protein,1,1,1.0,1,10144,1.0,4809.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11377,,hypothetical protein,1,1,1.0,1,1278,1.0,1586.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11378,,hypothetical protein,1,1,1.0,1,1277,1.0,1585.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11379,,hypothetical protein,1,1,1.0,1,1276,1.0,1584.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11380,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1256,1.0,1549.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11381,yfiR,TetR family transcriptional regulator,1,1,1.0,1,3108,1.0,339.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11383,,putative sigma factor,1,1,1.0,1,8481,1.0,364.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11384,,Protein of unknown function (DUF3847),1,1,1.0,1,8480,1.0,363.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11385,topB,putative DNA topoisomerase,1,1,1.0,1,4927,1.0,191.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
araC,,transcriptional regulator AraC family,1,1,1.0,1,4959,1.0,301.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11387,,ABC transporter ATP-binding protein,1,1,1.0,1,4960,1.0,302.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11388,,ATP-binding/permease protein,1,1,1.0,1,4961,1.0,303.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11389,,FeoA domain,1,1,1.0,1,4962,1.0,304.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
feoB_1,,ferrous iron transport protein B,1,1,1.0,1,4963,1.0,305.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
feoB_2,,ferrous iron transport protein B,1,1,1.0,1,4597,1.0,393.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11392,,hypothetical protein,1,1,1.0,1,4596,1.0,392.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11393,,hypothetical protein,1,1,1.0,1,1307,1.0,2156.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11394,,hypothetical protein,1,1,1.0,1,1217,1.0,1391.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11395,,hypothetical protein,1,1,1.0,1,9426,1.0,1191.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11396,,degenerate transposase,1,1,1.0,1,4000,1.0,3459.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11397,,hypothetical protein,1,1,1.0,1177,1,2207.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11398,,putative bacteriocin,1,1,1.0,1,2964,2182.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11399,,Membrane protein,1,1,1.0,1,2965,2182.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11400,,hypothetical protein,1,1,1.0,1,2966,2182.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11401,,hypothetical protein,1,1,1.0,1,2967,2182.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11402,,hypothetical protein,1,1,1.0,1,9436,1.0,2394.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11403,,hypothetical protein,1,1,1.0,1,8745,336.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11404,,hypothetical protein,1,1,1.0,1,8744,336.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11405,,phosphopentomutase,1,1,1.0,1,2857,339.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11406,,CopG family protein,1,1,1.0,1,597,1.0,5864.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11407,,serine/threonine protein phosphatase,1,1,1.0,1,598,1.0,5865.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
asp_1,,alkaline shock protein,1,1,1.0,1,5835,1905.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11409,ykoC,cobalt transport protein,1,1,1.0,1,10029,1.0,6919.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11410,,hypothetical protein,1,1,1.0,1,10275,400.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11412,,hypothetical protein,1,1,1.0,1,8946,1.0,882.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11413,,hypothetical protein,1,1,1.0,867,1,1645.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11414,,hypothetical protein,1,1,1.0,1,1195,1.0,1507.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11415,,hypothetical protein,1,1,1.0,1,9686,1.0,958.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11416,,hypothetical protein,1,1,1.0,1,9626,1.0,2294.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11417,,hypothetical protein,1,1,1.0,1,9625,1.0,2293.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11418,,hypothetical protein,1,1,1.0,1,1463,1.0,1336.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11419,,hypothetical protein,1,1,1.0,1159,2,2185.0,2.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11420,,phosphate ABC transporter permeae PstA,1,1,1.0,1,10009,1956.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11421,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1145,1.0,2290.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11422,,hypothetical protein,1,1,1.0,1034,1,2041.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11423,,hypothetical protein,1,1,1.0,1,1078,2028.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11424,,hypothetical protein,1,1,1.0,1,9131,1.0,1085.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11425,,hypothetical protein,1,1,1.0,1,9130,1.0,1084.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11426,,Transposase and inactivated derivatives,1,1,1.0,1171,1,2201.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
spxA_6,,regulatory protein Spx,1,1,1.0,1,10068,431.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11428,sapB_2,MgtC/SapB family protein,1,1,1.0,1,9832,1.0,6620.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11429,sulB,dihydrofolate synthetase,1,1,1.0,1,917,1585.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11430,,hypothetical protein,1,1,1.0,701,1,850.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11431,,glutathione-dependent formaldehyde-activating protein,1,1,1.0,1,5067,1359.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11432,,hypothetical protein,1,1,1.0,1,1214,1.0,1304.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11433,,hypothetical protein,1,1,1.0,1,8175,1.0,3174.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11434,,hypothetical protein,1,1,1.0,1,1242,1.0,1407.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11435,,hypothetical protein,1,1,1.0,1,8977,1.0,811.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11436,,hypothetical protein,1,1,1.0,1,1212,1.0,1420.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11437,,hypothetical protein,1,1,1.0,369,1,719.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11438,,phosphomevalonate kinase,1,1,1.0,1,4249,1955.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11439,,hypothetical protein,1,1,1.0,1,9644,1.0,2542.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11440,,hypothetical protein,1,1,1.0,1,9643,1.0,2541.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11441,,integral membrane protein,1,1,1.0,1,1072,1819.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11442,,hypothetical protein,1,1,1.0,1,9627,1.0,2291.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11443,,hypothetical protein,1,1,1.0,1,9628,1.0,2292.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11444,femX,serine/alanine-adding enzyme MurM,1,1,1.0,1,7295,1934.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11445,,hypothetical protein,1,1,1.0,1,9466,1.0,1072.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11446,,hypothetical protein,1,1,1.0,1,9249,1.0,1209.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11447,,hypothetical protein,1,1,1.0,1069,1,1933.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11448,,hypothetical protein,1,1,1.0,1,7057,1.0,387.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11450,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1404,1.0,2279.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11451,,hypothetical protein,1,1,1.0,1,6719,1.0,3693.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11452,,hypothetical protein,1,1,1.0,628,1,1242.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11453,,hypothetical protein,1,1,1.0,521,1,1378.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11454,,hypothetical protein,1,1,1.0,1,9331,1.0,2430.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11455,,hypothetical protein,1,1,1.0,1,9172,1.0,2428.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11456,,hypothetical protein,1,1,1.0,1,1218,1.0,1502.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11457,,hypothetical protein,1,1,1.0,523,1,1379.0,2.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11458,,hypothetical protein,1,1,1.0,523,2,1379.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11459,,hypothetical protein,1,1,1.0,1,9562,1.0,934.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11460,,hypothetical protein,1,1,1.0,1164,1,2190.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11461,,putative antireceptor,1,1,1.0,1,7909,1.0,2708.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11462,,prophage protein,1,1,1.0,1,7908,1.0,2707.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11463,,TMP repeat-containing protein,1,1,1.0,1,7907,1.0,2706.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11464,,Bacteriophage Gp15 protein,1,1,1.0,1,7906,1.0,2705.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11465,,hypothetical protein,1,1,1.0,1,7905,1.0,2704.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11466,,hypothetical protein,1,1,1.0,1,7904,1.0,2703.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11467,,hypothetical protein,1,1,1.0,1,7903,1.0,2702.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11468,,hypothetical protein,1,1,1.0,1,7902,1.0,2701.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11469,,hypothetical protein,1,1,1.0,1,7901,1.0,2700.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11470,,hypothetical protein,1,1,1.0,1,7900,1.0,2699.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11471,,hypothetical protein,1,1,1.0,1,7899,1.0,2698.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11472,,hypothetical protein,1,1,1.0,1,7898,1.0,2697.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11473,,main capsid protein Gp34-like protein,1,1,1.0,1,7897,1.0,2696.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11474,,hypothetical protein,1,1,1.0,1,7896,1.0,2695.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11475,,hypothetical protein,1,1,1.0,1,7895,1.0,2694.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11476,,minor capsid protein,1,1,1.0,1,7894,1.0,2693.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11477,,hypothetical protein,1,1,1.0,1,7893,1.0,2692.0,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11478,,phage portal protein putative A118 family,1,1,1.0,1,1905,1.0,2691.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11479,,phage terminase large subunit,1,1,1.0,1,1906,1.0,2690.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11480,,Phage Terminase Small Subunit,1,1,1.0,1,1907,1.0,2689.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11481,,RNA polymerase ECF family sigma factor,1,1,1.0,1,1908,1.0,2688.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11482,,Protein of unknown function (DUF1642),1,1,1.0,1,1909,1.0,2687.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11483,,phage associated protein,1,1,1.0,1,1910,1.0,2686.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11484,,phage protein,1,1,1.0,1,1911,1.0,2685.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11485,,phage protein,1,1,1.0,1,1912,1.0,3370.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11486,,ATPase,1,1,1.0,1,1913,1.0,3371.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11487,,DEAD/DEAH box helicase,1,1,1.0,1,1919,1.0,4972.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11488,,phage protein,1,1,1.0,1,1918,1.0,4973.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11489,,phage protein,1,1,1.0,1,1917,1.0,4974.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11490,,phage protein,1,1,1.0,1,1916,1.0,4975.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11491,,phage protein,1,1,1.0,1,1915,1.0,4976.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11492,,chromosome segregation ATPases,1,1,1.0,1,1914,1.0,4977.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11493,,hypothetical protein,1,1,1.0,1,2282,1.0,4978.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11494,,Cro/CI family phage transcriptional regulator,1,1,1.0,1,4111,1.0,3561.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11495,,LIM domain protein,1,1,1.0,1,2094,1.0,4316.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11496,,cell wall surface anchor family protein,1,1,1.0,1,7288,655.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11497,,plasmid stabilization system protein,1,1,1.0,1,1726,1.0,666.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
